,x,y,name,1128,1307,1131,1070,1107,1139,1145,1092,1140,1138,1129,1122,1399,1311,1200,1692,1105,1103,1433,1121,1137,1309,1658,1654,1134,1054,1308,1167,1507,1651,1117,1383,1414,1360,1106,1132,1404,1259,1344,1642,1412,1244,1403
159,1456,,/Users/akshitshishodia/tracker/roboDK /pred/159.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,
160,1469,,/Users/akshitshishodia/tracker/roboDK /pred/160.png,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
161,1477,,/Users/akshitshishodia/tracker/roboDK /pred/161.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1476,,/Users/akshitshishodia/tracker/roboDK /pred/162.png,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,
163,1488,,/Users/akshitshishodia/tracker/roboDK /pred/163.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1477,,/Users/akshitshishodia/tracker/roboDK /pred/164.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,
165,1472,,/Users/akshitshishodia/tracker/roboDK /pred/165.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1472,,/Users/akshitshishodia/tracker/roboDK /pred/166.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1470,,/Users/akshitshishodia/tracker/roboDK /pred/167.png,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1419,,/Users/akshitshishodia/tracker/roboDK /pred/168.png,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1472,,/Users/akshitshishodia/tracker/roboDK /pred/169.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1472,,/Users/akshitshishodia/tracker/roboDK /pred/170.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1419,,/Users/akshitshishodia/tracker/roboDK /pred/171.png,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1470,,/Users/akshitshishodia/tracker/roboDK /pred/172.png,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1472,,/Users/akshitshishodia/tracker/roboDK /pred/173.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1472,,/Users/akshitshishodia/tracker/roboDK /pred/174.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1477,,/Users/akshitshishodia/tracker/roboDK /pred/175.png,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,
176,1488,,/Users/akshitshishodia/tracker/roboDK /pred/176.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1476,,/Users/akshitshishodia/tracker/roboDK /pred/177.png,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,
178,1477,,/Users/akshitshishodia/tracker/roboDK /pred/178.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1469,,/Users/akshitshishodia/tracker/roboDK /pred/179.png,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
180,1472,,/Users/akshitshishodia/tracker/roboDK /pred/180.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1477,,/Users/akshitshishodia/tracker/roboDK /pred/181.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1476,,/Users/akshitshishodia/tracker/roboDK /pred/182.png,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,
183,1473,,/Users/akshitshishodia/tracker/roboDK /pred/183.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1452,,/Users/akshitshishodia/tracker/roboDK /pred/184.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1472,,/Users/akshitshishodia/tracker/roboDK /pred/185.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1470,,/Users/akshitshishodia/tracker/roboDK /pred/186.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
187,1469,,/Users/akshitshishodia/tracker/roboDK /pred/187.png,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1476,,/Users/akshitshishodia/tracker/roboDK /pred/188.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,
189,1472,,/Users/akshitshishodia/tracker/roboDK /pred/189.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1472,,/Users/akshitshishodia/tracker/roboDK /pred/190.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1477,,/Users/akshitshishodia/tracker/roboDK /pred/191.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,
192,1469,,/Users/akshitshishodia/tracker/roboDK /pred/192.png,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1470,,/Users/akshitshishodia/tracker/roboDK /pred/193.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
194,1472,,/Users/akshitshishodia/tracker/roboDK /pred/194.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1452,,/Users/akshitshishodia/tracker/roboDK /pred/195.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1488,,/Users/akshitshishodia/tracker/roboDK /pred/196.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1476,,/Users/akshitshishodia/tracker/roboDK /pred/197.png,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,
198,1477,,/Users/akshitshishodia/tracker/roboDK /pred/198.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1472,,/Users/akshitshishodia/tracker/roboDK /pred/199.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1477,,/Users/akshitshishodia/tracker/roboDK /pred/200.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,
201,1477,,/Users/akshitshishodia/tracker/roboDK /pred/201.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1472,,/Users/akshitshishodia/tracker/roboDK /pred/202.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1488,,/Users/akshitshishodia/tracker/roboDK /pred/203.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1452,,/Users/akshitshishodia/tracker/roboDK /pred/204.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1488,,/Users/akshitshishodia/tracker/roboDK /pred/205.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1470,,/Users/akshitshishodia/tracker/roboDK /pred/206.png,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1472,,/Users/akshitshishodia/tracker/roboDK /pred/207.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1490,,/Users/akshitshishodia/tracker/roboDK /pred/208.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,
209,1419,,/Users/akshitshishodia/tracker/roboDK /pred/209.png,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1419,,/Users/akshitshishodia/tracker/roboDK /pred/210.png,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1472,,/Users/akshitshishodia/tracker/roboDK /pred/211.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1472,,/Users/akshitshishodia/tracker/roboDK /pred/212.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,
213,1470,,/Users/akshitshishodia/tracker/roboDK /pred/213.png,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1488,,/Users/akshitshishodia/tracker/roboDK /pred/214.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1452,,/Users/akshitshishodia/tracker/roboDK /pred/215.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1488,,/Users/akshitshishodia/tracker/roboDK /pred/216.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1472,,/Users/akshitshishodia/tracker/roboDK /pred/217.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1477,,/Users/akshitshishodia/tracker/roboDK /pred/218.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1477,,/Users/akshitshishodia/tracker/roboDK /pred/219.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1477,,/Users/akshitshishodia/tracker/roboDK /pred/220.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1477,,/Users/akshitshishodia/tracker/roboDK /pred/221.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1472,,/Users/akshitshishodia/tracker/roboDK /pred/222.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1477,,/Users/akshitshishodia/tracker/roboDK /pred/223.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1488,,/Users/akshitshishodia/tracker/roboDK /pred/224.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1488,,/Users/akshitshishodia/tracker/roboDK /pred/225.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1477,,/Users/akshitshishodia/tracker/roboDK /pred/226.png,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,
227,1469,,/Users/akshitshishodia/tracker/roboDK /pred/227.png,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1469,,/Users/akshitshishodia/tracker/roboDK /pred/228.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
229,1472,,/Users/akshitshishodia/tracker/roboDK /pred/229.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1477,,/Users/akshitshishodia/tracker/roboDK /pred/230.png,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1472,,/Users/akshitshishodia/tracker/roboDK /pred/231.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1472,,/Users/akshitshishodia/tracker/roboDK /pred/232.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1477,,/Users/akshitshishodia/tracker/roboDK /pred/233.png,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1472,,/Users/akshitshishodia/tracker/roboDK /pred/234.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1469,,/Users/akshitshishodia/tracker/roboDK /pred/235.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
236,1472,,/Users/akshitshishodia/tracker/roboDK /pred/236.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1477,,/Users/akshitshishodia/tracker/roboDK /pred/237.png,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,
238,1488,,/Users/akshitshishodia/tracker/roboDK /pred/238.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1488,,/Users/akshitshishodia/tracker/roboDK /pred/239.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1477,,/Users/akshitshishodia/tracker/roboDK /pred/240.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1472,,/Users/akshitshishodia/tracker/roboDK /pred/241.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1477,,/Users/akshitshishodia/tracker/roboDK /pred/242.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1477,,/Users/akshitshishodia/tracker/roboDK /pred/243.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1477,,/Users/akshitshishodia/tracker/roboDK /pred/244.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1477,,/Users/akshitshishodia/tracker/roboDK /pred/245.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1472,,/Users/akshitshishodia/tracker/roboDK /pred/246.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1477,,/Users/akshitshishodia/tracker/roboDK /pred/247.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,
248,1472,,/Users/akshitshishodia/tracker/roboDK /pred/248.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1477,,/Users/akshitshishodia/tracker/roboDK /pred/249.png,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,
250,1488,,/Users/akshitshishodia/tracker/roboDK /pred/250.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1488,,/Users/akshitshishodia/tracker/roboDK /pred/251.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1469,,/Users/akshitshishodia/tracker/roboDK /pred/252.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
253,1488,,/Users/akshitshishodia/tracker/roboDK /pred/253.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1472,,/Users/akshitshishodia/tracker/roboDK /pred/254.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1472,,/Users/akshitshishodia/tracker/roboDK /pred/255.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1477,,/Users/akshitshishodia/tracker/roboDK /pred/256.png,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1477,,/Users/akshitshishodia/tracker/roboDK /pred/257.png,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1472,,/Users/akshitshishodia/tracker/roboDK /pred/258.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1488,,/Users/akshitshishodia/tracker/roboDK /pred/259.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1472,,/Users/akshitshishodia/tracker/roboDK /pred/260.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1469,,/Users/akshitshishodia/tracker/roboDK /pred/261.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
262,1488,,/Users/akshitshishodia/tracker/roboDK /pred/262.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1488,,/Users/akshitshishodia/tracker/roboDK /pred/263.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1477,,/Users/akshitshishodia/tracker/roboDK /pred/264.png,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,
265,1472,,/Users/akshitshishodia/tracker/roboDK /pred/265.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1477,,/Users/akshitshishodia/tracker/roboDK /pred/266.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1477,,/Users/akshitshishodia/tracker/roboDK /pred/267.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1472,,/Users/akshitshishodia/tracker/roboDK /pred/268.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1469,,/Users/akshitshishodia/tracker/roboDK /pred/269.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,
270,1477,,/Users/akshitshishodia/tracker/roboDK /pred/270.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1472,,/Users/akshitshishodia/tracker/roboDK /pred/271.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1469,,/Users/akshitshishodia/tracker/roboDK /pred/272.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1469,,/Users/akshitshishodia/tracker/roboDK /pred/273.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
274,1477,,/Users/akshitshishodia/tracker/roboDK /pred/274.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1477,,/Users/akshitshishodia/tracker/roboDK /pred/275.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1469,,/Users/akshitshishodia/tracker/roboDK /pred/276.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
277,1469,,/Users/akshitshishodia/tracker/roboDK /pred/277.png,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1477,,/Users/akshitshishodia/tracker/roboDK /pred/278.png,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,
279,1488,,/Users/akshitshishodia/tracker/roboDK /pred/279.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1452,,/Users/akshitshishodia/tracker/roboDK /pred/280.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1472,,/Users/akshitshishodia/tracker/roboDK /pred/281.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1477,,/Users/akshitshishodia/tracker/roboDK /pred/282.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,
283,1476,,/Users/akshitshishodia/tracker/roboDK /pred/283.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,
284,1472,,/Users/akshitshishodia/tracker/roboDK /pred/284.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1488,,/Users/akshitshishodia/tracker/roboDK /pred/285.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1452,,/Users/akshitshishodia/tracker/roboDK /pred/286.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1477,,/Users/akshitshishodia/tracker/roboDK /pred/287.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,
288,1469,,/Users/akshitshishodia/tracker/roboDK /pred/288.png,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1477,,/Users/akshitshishodia/tracker/roboDK /pred/289.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1469,,/Users/akshitshishodia/tracker/roboDK /pred/290.png,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1477,,/Users/akshitshishodia/tracker/roboDK /pred/291.png,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1469,,/Users/akshitshishodia/tracker/roboDK /pred/292.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1470,,/Users/akshitshishodia/tracker/roboDK /pred/293.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,
294,1472,,/Users/akshitshishodia/tracker/roboDK /pred/294.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1477,,/Users/akshitshishodia/tracker/roboDK /pred/295.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1472,,/Users/akshitshishodia/tracker/roboDK /pred/296.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1477,,/Users/akshitshishodia/tracker/roboDK /pred/297.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1469,,/Users/akshitshishodia/tracker/roboDK /pred/298.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1469,,/Users/akshitshishodia/tracker/roboDK /pred/299.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1469,,/Users/akshitshishodia/tracker/roboDK /pred/300.png,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1469,,/Users/akshitshishodia/tracker/roboDK /pred/301.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
302,1452,,/Users/akshitshishodia/tracker/roboDK /pred/302.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1488,,/Users/akshitshishodia/tracker/roboDK /pred/303.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1452,,/Users/akshitshishodia/tracker/roboDK /pred/304.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1477,,/Users/akshitshishodia/tracker/roboDK /pred/305.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
306,1478,,/Users/akshitshishodia/tracker/roboDK /pred/306.png,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
307,1477,,/Users/akshitshishodia/tracker/roboDK /pred/307.png,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1477,,/Users/akshitshishodia/tracker/roboDK /pred/308.png,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1472,,/Users/akshitshishodia/tracker/roboDK /pred/309.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1476,,/Users/akshitshishodia/tracker/roboDK /pred/310.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,
311,1452,,/Users/akshitshishodia/tracker/roboDK /pred/311.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1452,,/Users/akshitshishodia/tracker/roboDK /pred/312.png,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1488,,/Users/akshitshishodia/tracker/roboDK /pred/313.png,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1469,,/Users/akshitshishodia/tracker/roboDK /pred/314.png,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,
315,1469,,/Users/akshitshishodia/tracker/roboDK /pred/315.png,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1469,,/Users/akshitshishodia/tracker/roboDK /pred/316.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1469,,/Users/akshitshishodia/tracker/roboDK /pred/317.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1477,,/Users/akshitshishodia/tracker/roboDK /pred/318.png,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1472,,/Users/akshitshishodia/tracker/roboDK /pred/319.png,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
